,fname,category
2529,VVE2 Vocal Shots 034.wav,Vox
2530,VVE2 Vocal Words 010.wav,Vox
2531,VVE2 Vocal FX 041.wav,Vox
2532,WAPFVS No.wav,Vox
2533,VVE2 Vocal Words 038.wav,Vox
2534,VVE2 Vocal FX 069.wav,Vox
2535,WAPFVS Energy3.wav,Vox
2536,VVE2 Vocal Shots 008.wav,Vox
2537,NM - Mali (Vox).wav,Vox
2538,VVE2 Vocal Shots 197.wav,Vox
2539,VVE2 Vocal Shots 183.wav,Vox
2540,VVE2 Vocal FX 121.wav,Vox
2541,VVE2 Vocal Shots 154.wav,Vox
2542,VVE2 Vocal Shots 140.wav,Vox
2543,VVE2 Vocal Shots 168.wav,Vox
2544,VVE2 Vocal FX 109.wav,Vox
2545,VVE2 Vocal Words 158.wav,Vox
2546,NM - (Vox) TipOnly.wav,Vox
2547,VVE2 Vocal FX Long Reverb 24.wav,Vox
2548,VVE2 Vocal FX Long Reverb 30.wav,Vox
2549,VVE2 Vocal FX Long Reverb 18.wav,Vox
2550,NM - Grand (Vox).wav,Vox
2551,WAPFVS Hey3.wav,Vox
2552,VVE2 Vocal FX Long Reverb 43.wav,Vox
2553,VVE2 Vocal Phrases 115.wav,Vox
2554,Maaly Raw Chant 6.wav,Vox
2555,VVE2 Vocal Phrases 101.wav,Vox
2556,VVE2 Vocal Shots 127.wav,Vox
2557,VVE2 Vocal Words 103.wav,Vox
2558,VVE2 Vocal Words 117.wav,Vox
2559,VVE2 Vocal Shots 133.wav,Vox
2560,WAPFVS Turn It Up Middle1.wav,Vox
2561,WAPFVS No1.wav,Vox
2562,WAPFVS Yeah5.wav,Vox
2563,BWB WAV R US VOX (16).wav,Vox
2564,VOX - WEST.wav,Vox
2565,VVE2 Vocal Shots 053.wav,Vox
2566,VVE2 Vocal FX 026.wav,Vox
2567,VVE2 Vocal Words 077.wav,Vox
2568,VVE2 Vocal FX 032.wav,Vox
2569,VVE2 Vocal Words 063.wav,Vox
2570,VVE2 Vocal Shots 047.wav,Vox
2571,VVE2 Vocal Shots Shouts 03.wav,Vox
2572,VVE2 Vocal Shots Shouts 17.wav,Vox
2573,VVE2 Vocal Shots 090.wav,Vox
2574,VVE2 Vocal Shots 084.wav,Vox
2575,Scarecrow [Chant].wav,Vox
2576,VVE2 Vocal Words 088.wav,Vox
2577,Vocal - Ay!.wav,Vox
2578,VVE2 Vocal Shots 251.wav,Vox
2579,VVE2 Vocal Shots 245.wav,Vox
2580,Dragged sample_4142.wav,Vox
2581,WAPFVS 3 2 1 Jump2.wav,Vox
2582,VVE2 Vocal Phrases 049.wav,Vox
2583,VVE2 Vocal Phrases 061.wav,Vox
2584,VOX - CLICHE MOAN.wav,Vox
2585,VVE2 Vocal Phrases 075.wav,Vox
2586,Thug Life - 2pac verse 92.6 bpm_2.wav,Vox
2587,MB Vox (10).wav,Vox
2588,VVE2 Vocal Phrases 074.wav,Vox
2589,VVE2 Vocal Phrases 060.wav,Vox
2590,WAPFVS 3 2 1 Jump3.wav,Vox
2591,NM - (Vox) ChildSupport.wav,Vox
2592,VVE2 Vocal Phrases 048.wav,Vox
2593,Chant (10).wav,Vox
2594,VOX - ASVP.wav,Vox
2595,NM - DoodleDoo (Vox).wav,Vox
2596,VVE2 Vocal Shots 244.wav,Vox
2597,VVE2 Vocal Shots 250.wav,Vox
2598,VVE2 Vocal Words 089.wav,Vox
2599,VVE2 Vocal Shots 085.wav,Vox
2600,WAPFVS Here We Go Hard1.wav,Vox
2601,VOX - WOES.wav,Vox
2602,VVE2 Vocal Shots 091.wav,Vox
2603,VVE2 Vocal Shots Shouts 16.wav,Vox
2604,WAPFVS 1.wav,Vox
2605,VVE2 Vocal Shots Shouts 02.wav,Vox
2606,VVE2 Vocal Shots 046.wav,Vox
2607,VVE2 Vocal Words 062.wav,Vox
2608,VVE2 Vocal FX 033.wav,Vox
2609,WAPFVS Turn It Up Hard.wav,Vox
2610,VVE2 Vocal Words 076.wav,Vox
2611,VVE2 Vocal FX 027.wav,Vox
2612,VVE2 Vocal Shots 052.wav,Vox
2613,WAPFVS Yeah4.wav,Vox
2614,WAPFVS Yeah Soft.wav,Vox
2615,VVE2 Vocal Shots 132.wav,Vox
2616,VVE2 Vocal Words 116.wav,Vox
2617,VVE2 Vocal Words 102.wav,Vox
2618,Chant (8).wav,Vox
2619,KC - Yuh.wav,Vox
2620,VVE2 Vocal Shots 126.wav,Vox
2621,WAPFVS Pump it Up Soft.wav,Vox
2622,VVE2 Vocal Phrases 100.wav,Vox
2623,Maaly Raw Chant 7.wav,Vox
2624,VVE2 Vocal Phrases 114.wav,Vox
2625,WAPFVS Hey2.wav,Vox
2626,Kick In The Door Verse One Acapella_2.wav,Vox
2627,VVE2 Vocal FX Long Reverb 42.wav,Vox
2628,Dragged sample_4103 - Part_4.wav,Vox
2629,VVE2 Vocal FX Long Reverb 40.wav,Vox
2630,VVE2 Vocal FX Long Reverb 54.wav,Vox
2631,VVE2 Vocal Phrases 102.wav,Vox
2632,VVE2 Vocal Phrases 116.wav,Vox
2633,Maaly Raw Chant 5.wav,Vox
2634,VVE2 Vocal Words 114.wav,Vox
2635,VVE2 Vocal Shots 130.wav,Vox
2636,VVE2 Vocal Shots 124.wav,Vox
2637,VVE2 Vocal Words 100.wav,Vox
2638,VVE2 Vocal Words 128.wav,Vox
2639,VVE2 Vocal Shots 118.wav,Vox
2640,WAPFVS No2.wav,Vox
2641,WAPFVS Turn It Up Middle2.wav,Vox
2642,NM - Fantasy (Vox).wav,Vox
2643,WAPFVS Yeah6.wav,Vox
2644,VVE2 Vocal FX 031.wav,Vox
2645,VVE2 Vocal Words 060.wav,Vox
2646,VVE2 Vocal Shots 044.wav,Vox
2647,VVE2 Vocal Shots Shouts 28.wav,Vox
2648,VVE2 Vocal Shots 050.wav,Vox
2649,VVE2 Vocal FX 025.wav,Vox
2650,VVE2 Vocal Words 074.wav,Vox
2651,WAPFVS 3.wav,Vox
2652,VVE2 Vocal Shots 078.wav,Vox
2653,VVE2 Vocal Shots Shouts 14.wav,Vox
2654,VVE2 Vocal FX 019.wav,Vox
2655,VVE2 Vocal Words 048.wav,Vox
2656,WAPFVS Here We Go Hard3.wav,Vox
2657,VVE2 Vocal Shots 087.wav,Vox
2658,VVE2 Vocal Shots 093.wav,Vox
2659,VVE2 Vocal Shots 246.wav,Vox
2660,VVE2 Vocal Phrases 089.wav,Vox
2661,VVE2 Vocal Shots 252.wav,Vox
2662,BWB WAV R US VOX (1).wav,Vox
2663,WAPFVS 3 2 1 Jump1.wav,Vox
2664,VVE2 Vocal Phrases 076.wav,Vox
2665,VVE2 Vocal Phrases 062.wav,Vox
2666,KC - Off.wav,Vox
2667,VVE2 Vocal Phrases 063.wav,Vox
2668,VVE2 Vocal Phrases 077.wav,Vox
2669,BWB WAV R US VOX (20).wav,Vox
2670,Notorious Big - Suicidal Thoughts (Acapella)_2.wav,Vox
2671,VVE2 Vocal Shots 253.wav,Vox
2672,VVE2 Vocal Phrases 088.wav,Vox
2673,VVE2 Vocal Shots 247.wav,Vox
2674,VVE2 Vocal Shots 092.wav,Vox
2675,NM - Wrath Vox.wav,Vox
2676,VVE2 Vocal Shots 086.wav,Vox
2677,WAPFVS Here We Go Hard2.wav,Vox
2678,VVE2 Vocal Shots Shouts 01.wav,Vox
2679,VVE2 Vocal Words 049.wav,Vox
2680,VVE2 Vocal FX 018.wav,Vox
2681,WAPFVS 2.wav,Vox
2682,WAPFVS Drop.wav,Vox
2683,VVE2 Vocal Shots 079.wav,Vox
2684,VVE2 Vocal Shots Shouts 15.wav,Vox
2685,VVE2 Vocal Words 075.wav,Vox
2686,WAPFVS Are You Ready Hard.wav,Vox
2687,VVE2 Vocal FX 024.wav,Vox
2688,VVE2 Vocal Shots 051.wav,Vox
2689,Luthor [Chant].wav,Vox
2690,VVE2 Vocal Shots 045.wav,Vox
2691,VVE2 Vocal Shots Shouts 29.wav,Vox
2692,VVE2 Vocal Words 061.wav,Vox
2693,VVE2 Vocal FX 030.wav,Vox
2694,MB Vox (2).wav,Vox
2695,Chant (4).wav,Vox
2696,VVE2 Vocal Shots 119.wav,Vox
2697,VVE2 Vocal Words 129.wav,Vox
2698,VVE2 Vocal Words 101.wav,Vox
2699,VOX - HUMAN TOOL.wav,Vox
2700,VVE2 Vocal Shots 125.wav,Vox
2701,VVE2 Vocal Shots 131.wav,Vox
2702,VVE2 Vocal Words 115.wav,Vox
2703,Maaly Raw Chant 4.wav,Vox
2704,VVE2 Vocal Phrases 117.wav,Vox
2705,VVE2 Vocal Phrases 103.wav,Vox
2706,VVE2 Vocal FX Long Reverb 55.wav,Vox
2707,VVE2 Vocal FX Long Reverb 41.wav,Vox
2708,WAPFVS Hey1.wav,Vox
2709,NM - (Vox) JamieFoxx.wav,Vox
2710,VOX - WE KNOW.wav,Vox
2711,Dragged sample_4103 - Part_5.wav,Vox
2712,Dragged sample_4103 - Part_1.wav,Vox
2713,WAPFVS EDM.wav,Vox
2714,VVE2 Vocal Phrases 107.wav,Vox
2715,VVE2 Vocal Phrases 113.wav,Vox
2716,VVE2 Vocal FX Long Reverb 45.wav,Vox
2717,VVE2 Vocal FX Long Reverb 51.wav,Vox
2718,WAPFVS All Night Long Soft2.wav,Vox
2719,VVE2 Vocal Shots 109.wav,Vox
2720,VVE2 Vocal Words 139.wav,Vox
2721,VVE2 Vocal Words 111.wav,Vox
2722,VVE2 Vocal Shots 135.wav,Vox
2723,VVE2 Vocal Shots 121.wav,Vox
2724,VVE2 Vocal Words 105.wav,Vox
2725,MB Vox (3).wav,Vox
2726,Chant (5).wav,Vox
2727,WAPFVS Yeah3.wav,Vox
2728,VVE2 Vocal Shots Shouts 11.wav,Vox
2729,VVE2 Vocal FX 008.wav,Vox
2730,VVE2 Vocal Words 059.wav,Vox
2731,VVE2 Vocal Shots 069.wav,Vox
2732,VVE2 Vocal Shots Shouts 05.wav,Vox
2733,VVE2 Vocal FX 034.wav,Vox
2734,VVE2 Vocal Words 065.wav,Vox
2735,VVE2 Vocal Shots 041.wav,Vox
2736,VVE2 Vocal Shots 055.wav,Vox
2737,VVE2 Vocal FX 020.wav,Vox
2738,VVE2 Vocal Words 071.wav,Vox
2739,WAPFVS Party In The Club.wav,Vox
2740,VVE2 Vocal Shots 082.wav,Vox
2741,VVE2 Vocal Shots 096.wav,Vox
2742,Dragged sample_4150.wav,Vox
2743,Maaly Raw Bark.wav,Vox
2744,WAPFVS Are You Ready Soft1.wav,Vox
2745,VVE2 Vocal Shots 243.wav,Vox
2746,VVE2 Vocal Phrases 098.wav,Vox
2747,VVE2 Vocal Phrases 073.wav,Vox
2748,VVE2 Vocal Phrases 067.wav,Vox
2749,WAPFVS Wasap1.wav,Vox
2750,WAPFVS Funky Time.wav,Vox
2751,WAPFVS Party In The Club1.wav,Vox
2752,VVE2 Vocal Phrases 066.wav,Vox
2753,Red Hood [Chant].wav,Vox
2754,NM - (Vox) Ayuh.wav,Vox
2755,VVE2 Vocal Phrases 072.wav,Vox
2756,VVE2 Vocal Phrases 099.wav,Vox
2757,WAPFVS Pump It Up Soft1.wav,Vox
2758,VVE2 Vocal Shots 242.wav,Vox
2759,Dragged sample_4151.wav,Vox
2760,VVE2 Vocal Shots 097.wav,Vox
2761,VVE2 Vocal Shots 083.wav,Vox
2762,VVE2 Vocal Words 070.wav,Vox
2763,VVE2 Vocal FX 021.wav,Vox
2764,VVE2 Vocal Shots 054.wav,Vox
2765,VVE2 Vocal Shots 040.wav,Vox
2766,VVE2 Vocal Words 064.wav,Vox
2767,VVE2 Vocal FX 035.wav,Vox
2768,WAPFVS Energy.wav,Vox
2769,VVE2 Vocal Shots 068.wav,Vox
2770,VVE2 Vocal Shots Shouts 04.wav,Vox
2771,VVE2 Vocal Words 058.wav,Vox
2772,VVE2 Vocal FX 009.wav,Vox
2773,VVE2 Vocal Shots Shouts 10.wav,Vox
2774,WAPFVS Love Layered.wav,Vox
2775,WAPFVS Yeah2.wav,Vox
2776,VVE2 Vocal Words 104.wav,Vox
2777,VVE2 Vocal Shots 120.wav,Vox
2778,VVE2 Vocal Shots 134.wav,Vox
2779,VVE2 Vocal Words 110.wav,Vox
2780,WAPFVS Turn It Up Middle.wav,Vox
2781,WAPFVS All Night Long Middle.wav,Vox
2782,VVE2 Vocal Words 138.wav,Vox
2783,VVE2 Vocal Shots 108.wav,Vox
2784,VVE2 Vocal FX Long Reverb 50.wav,Vox
2785,WAPFVS Hey4.wav,Vox
2786,VVE2 Vocal FX Long Reverb 44.wav,Vox
2787,Maaly Raw Chant 1.wav,Vox
2788,VVE2 Vocal Phrases 112.wav,Vox
2789,VVE2 Vocal Phrases 106.wav,Vox
2790,WAPFVS Jump1.wav,Vox
2791,WAPFVS Jump3.wav,Vox
2792,VVE2 Vocal Phrases 110.wav,Vox
2793,Maaly Raw Chant 3.wav,Vox
2794,VVE2 Vocal Phrases 104.wav,Vox
2795,VVE2 Vocal FX Long Reverb 52.wav,Vox
2796,VVE2 Vocal FX Long Reverb 46.wav,Vox
2797,VVE2 Vocal Shots 122.wav,Vox
2798,VVE2 Vocal Words 106.wav,Vox
2799,VVE2 Vocal Words 112.wav,Vox
2800,VVE2 Vocal Shots 136.wav,Vox
2801,Chant (9).wav,Vox
2802,Fairytales - 2019-Jul-07_10.wav,Vox
2803,VOX - TAKE CARE.wav,Vox
2804,VVE2 Vocal Shots Shouts 06.wav,Vox
2805,VVE2 Vocal Shots Shouts 12.wav,Vox
2806,VVE2 Vocal Shots 056.wav,Vox
2807,VVE2 Vocal FX 023.wav,Vox
2808,VVE2 Vocal Words 072.wav,Vox
2809,VVE2 Vocal FX 037.wav,Vox
2810,VVE2 Vocal Words 066.wav,Vox
2811,Lovesomeoneletitgo - 2019-May-14_10.wav,Vox
2812,VVE2 Vocal Shots 042.wav,Vox
2813,VVE2 Vocal Words 099.wav,Vox
2814,VVE2 Vocal Shots 095.wav,Vox
2815,VVE2 Vocal Shots 081.wav,Vox
2816,WAPFVS Are You Ready Soft2.wav,Vox
2817,Dragged sample_4147.wav,Vox
2818,NM - (Vox) Burn.wav,Vox
2819,VVE2 Vocal Shots 254.wav,Vox
2820,VVE2 Vocal Shots 240.wav,Vox
2821,MB Vox (11).wav,Vox
2822,VVE2 Vocal Phrases 064.wav,Vox
2823,VVE2 Vocal Phrases 070.wav,Vox
2824,VVE2 Vocal Phrases 058.wav,Vox
2825,WAPFVS Party In The Club3.wav,Vox
2826,WAPFVS Wasap2.wav,Vox
2827,Chant (11).wav,Vox
2828,WAPFVS Party In The Club2.wav,Vox
2829,VVE2 Vocal Phrases 059.wav,Vox
2830,VOX - MERP.wav,Vox
2831,VVE2 Vocal Phrases 071.wav,Vox
2832,VVE2 Vocal Phrases 065.wav,Vox
2833,VVE2 Vocal Shots 241.wav,Vox
2834,WAPFVS Pump It Up Soft2.wav,Vox
2835,VVE2 Vocal Shots 255.wav,Vox
2836,VVE2 Vocal Shots 080.wav,Vox
2837,VVE2 Vocal Shots 094.wav,Vox
2838,VVE2 Vocal Words 098.wav,Vox
2839,VVE2 Vocal Shots 043.wav,Vox
2840,VVE2 Vocal Words 067.wav,Vox
2841,VVE2 Vocal FX 036.wav,Vox
2842,VVE2 Vocal Words 073.wav,Vox
2843,VVE2 Vocal FX 022.wav,Vox
2844,VVE2 Vocal Shots 057.wav,Vox
2845,WAPFVS 4.wav,Vox
2846,VVE2 Vocal Shots Shouts 13.wav,Vox
2847,VVE2 Vocal Shots Shouts 07.wav,Vox
2848,WAPFVS Yeah1.wav,Vox
2849,BWB WAV R US VOX (17).wav,Vox
2850,NM - Amish Vox.wav,Vox
2851,TE-Vocal_10.wav,Vox
2852,VVE2 Vocal Shots 137.wav,Vox
2853,VVE2 Vocal Words 113.wav,Vox
2854,VVE2 Vocal Words 107.wav,Vox
2855,VVE2 Vocal Shots 123.wav,Vox
2856,VVE2 Vocal FX Long Reverb 47.wav,Vox
2857,VVE2 Vocal FX Long Reverb 53.wav,Vox
2858,VVE2 Vocal Phrases 105.wav,Vox
2859,Maaly Raw Chant 2.wav,Vox
2860,VVE2 Vocal Phrases 111.wav,Vox
2861,Dragged sample_4103 - Part_3.wav,Vox
2862,WAPFVS Jump2.wav,Vox
2863,VOX - ALL.wav,Vox
2864,NM - (Vox) Chants.wav,Vox
2865,VVE2 Vocal Phrases 108.wav,Vox
2866,VVE2 Vocal Phrases 120.wav,Vox
2867,VOX - OoO.wav,Vox
2868,VVE2 Vocal Words 122.wav,Vox
2869,VVE2 Vocal Shots 106.wav,Vox
2870,VVE2 Vocal Shots 112.wav,Vox
2871,VVE2 Vocal Words 136.wav,Vox
2872,VVE2 Vocal FX 007.wav,Vox
2873,VVE2 Vocal Words 056.wav,Vox
2874,VVE2 Vocal Shots 072.wav,Vox
2875,VVE2 Vocal Shots 066.wav,Vox
2876,VVE2 Vocal FX 013.wav,Vox
2877,VVE2 Vocal Words 042.wav,Vox
2878,VVE2 Vocal Shots Shouts 22.wav,Vox
2879,WAPFVS Dance With Me Layered2.wav,Vox
2880,VVE2 Vocal Words 095.wav,Vox
2881,VVE2 Vocal Words 081.wav,Vox
2882,VVE2 Vocal Shots 099.wav,Vox
2883,NM - Chainz Vox.wav,Vox
2884,VVE2 Vocal Phrases 083.wav,Vox
2885,WAPFVS Are You Ready Soft2_2.wav,Vox
2886,VVE2 Vocal Phrases 097.wav,Vox
2887,Chant (12).wav,Vox
2888,VVE2 Vocal Phrases 068.wav,Vox
2889,VVE2 Vocal Phrases 040.wav,Vox
2890,MB Vox (12).wav,Vox
2891,VVE2 Vocal Phrases 054.wav,Vox
2892,VVE2 Vocal Phrases 055.wav,Vox
2893,VVE2 Vocal Phrases 041.wav,Vox
2894,VVE2 Vocal Phrases 069.wav,Vox
2895,VVE2 Vocal Phrases 096.wav,Vox
2896,VVE2 Vocal Phrases 082.wav,Vox
2897,VVE2 Vocal Shots 098.wav,Vox
2898,WAPFVS All Night Long Layered.wav,Vox
2899,WAPFVS Go.wav,Vox
2900,VVE2 Vocal Words 080.wav,Vox
2901,VVE2 Vocal Words 094.wav,Vox
2902,VVE2 Vocal Shots Shouts 23.wav,Vox
2903,VVE2 Vocal Words 043.wav,Vox
2904,VVE2 Vocal FX 012.wav,Vox
2905,VVE2 Vocal Shots 067.wav,Vox
2906,WAPFVS Funky Time1.wav,Vox
2907,VVE2 Vocal Shots 073.wav,Vox
2908,VVE2 Vocal Words 057.wav,Vox
2909,VVE2 Vocal FX 006.wav,Vox
2910,BWB WAV R US VOX (14).wav,Vox
2911,NM - (Vox) Pierre 1.wav,Vox
2912,VVE2 Vocal Words 137.wav,Vox
2913,VVE2 Vocal Shots 113.wav,Vox
2914,VVE2 Vocal Shots 107.wav,Vox
2915,VVE2 Vocal Words 123.wav,Vox
2916,VVE2 Vocal Phrases 121.wav,Vox
2917,VVE2 Vocal Phrases 109.wav,Vox
2918,VVE2 Vocal Phrases 123.wav,Vox
2919,VVE2 Vocal FX Long Reverb 49.wav,Vox
2920,VVE2 Vocal Shots 111.wav,Vox
2921,VVE2 Vocal Words 135.wav,Vox
2922,VVE2 Vocal Words 121.wav,Vox
2923,VVE2 Vocal Shots 105.wav,Vox
2924,WAPFVS One More Time Layered.wav,Vox
2925,VVE2 Vocal Words 109.wav,Vox
2926,VVE2 Vocal Shots 139.wav,Vox
2927,Chant (6).wav,Vox
2928,WAPFVS Yeah Soft2.wav,Vox
2929,VVE2 Vocal Shots Shouts 09.wav,Vox
2930,VVE2 Vocal Shots 065.wav,Vox
2931,VVE2 Vocal FX 010.wav,Vox
2932,VVE2 Vocal Words 041.wav,Vox
2933,VVE2 Vocal FX 004.wav,Vox
2934,VVE2 Vocal Words 055.wav,Vox
2935,VVE2 Vocal Shots 071.wav,Vox
2936,WAPFVS Funky Time3.wav,Vox
2937,WAPFVS Dance With Me Layered1.wav,Vox
2938,VVE2 Vocal Shots 059.wav,Vox
2939,VVE2 Vocal Shots Shouts 21.wav,Vox
2940,VVE2 Vocal FX 038.wav,Vox
2941,VVE2 Vocal Words 069.wav,Vox
2942,KC - Koopa.wav,Vox
2943,VVE2 Vocal Words 082.wav,Vox
2944,VVE2 Vocal Words 096.wav,Vox
2945,Dragged sample_4148.wav,Vox
2946,VVE2 Vocal Phrases 094.wav,Vox
2947,WAPFVS Are You Ready Soft2_1.wav,Vox
2948,VVE2 Vocal Phrases 080.wav,Vox
2949,VVE2 Vocal Phrases 057.wav,Vox
2950,VVE2 Vocal Phrases 043.wav,Vox
2951,VVE2 Vocal Phrases 042.wav,Vox
2952,VVE2 Vocal Phrases 056.wav,Vox
2953,VVE2 Vocal Phrases 081.wav,Vox
2954,VVE2 Vocal Phrases 095.wav,Vox
2955,BWB WAV R US VOX (3).wav,Vox
2956,Dragged sample_4149.wav,Vox
2957,Fairytales - 2019-Jul-07_7 - Part_1.wav,Vox
2958,VVE2 Vocal Words 097.wav,Vox
2959,Frost [Chant].wav,Vox
2960,VVE2 Vocal Words 083.wav,Vox
2961,VVE2 Vocal Words 068.wav,Vox
2962,VVE2 Vocal FX 039.wav,Vox
2963,VVE2 Vocal Shots Shouts 20.wav,Vox
2964,VVE2 Vocal Shots 058.wav,Vox
2965,VVE2 Vocal Shots 070.wav,Vox
2966,VVE2 Vocal Words 054.wav,Vox
2967,VVE2 Vocal FX 005.wav,Vox
2968,WAPFVS Funky Time2.wav,Vox
2969,VVE2 Vocal Words 040.wav,Vox
2970,VVE2 Vocal FX 011.wav,Vox
2971,VVE2 Vocal Shots Shouts 08.wav,Vox
2972,VVE2 Vocal Shots 064.wav,Vox
2973,WAPFVS Yeah Soft3.wav,Vox
2974,NM - (Vox) Pierre 2.wav,Vox
2975,NM - Pop (Vox).wav,Vox
2976,VVE2 Vocal Shots 138.wav,Vox
2977,BWB WAV R US VOX (18).wav,Vox
2978,VVE2 Vocal Words 108.wav,Vox
2979,VVE2 Vocal Shots 104.wav,Vox
2980,VVE2 Vocal Words 120.wav,Vox
2981,VOX - GOLD.wav,Vox
2982,VVE2 Vocal Words 134.wav,Vox
2983,VVE2 Vocal Shots 110.wav,Vox
2984,VVE2 Vocal FX Long Reverb 48.wav,Vox
2985,VVE2 Vocal Phrases 122.wav,Vox
2986,VOX - HEH.wav,Vox
2987,Maaly Raw Chant.wav,Vox
2988,NM - Breaker (Vox).wav,Vox
2989,WAPFVS Rave.wav,Vox
2990,VVE2 Vocal Phrases 126.wav,Vox
2991,Maaly Raw Chant 9.wav,Vox
2992,WAPFVS Rave2.wav,Vox
2993,VVE2 Vocal Shots 128.wav,Vox
2994,BWB WAV R US VOX (19).wav,Vox
2995,VVE2 Vocal Words 118.wav,Vox
2996,VVE2 Vocal Shots 114.wav,Vox
2997,VVE2 Vocal Words 130.wav,Vox
2998,VVE2 Vocal Words 124.wav,Vox
2999,VVE2 Vocal Shots 100.wav,Vox
3000,VVE2 Vocal FX 029.wav,Vox
3001,VVE2 Vocal Words 078.wav,Vox
3002,VVE2 Vocal Shots Shouts 30.wav,Vox
3003,VVE2 Vocal Shots Shouts 24.wav,Vox
3004,VVE2 Vocal Shots 048.wav,Vox
3005,VVE2 Vocal Shots 060.wav,Vox
3006,VVE2 Vocal FX 015.wav,Vox
3007,VVE2 Vocal Words 044.wav,Vox
3008,WAPFVS One More Time Hard1.wav,Vox
3009,Snoop Dogg ft Pharrell - Drop it like its hot Acapella.wav,Vox
3010,VVE2 Vocal FX 001.wav,Vox
3011,VVE2 Vocal Words 050.wav,Vox
3012,VVE2 Vocal Shots Shouts 18.wav,Vox
3013,VVE2 Vocal Shots 074.wav,Vox
3014,WAPFVS Pumping2.wav,Vox
3015,VVE2 Vocal Words 087.wav,Vox
3016,VVE2 Vocal Words 093.wav,Vox
3017,VVE2 Vocal Phrases 091.wav,Vox
3018,VVE2 Vocal Phrases 085.wav,Vox
3019,BWB WAV R US VOX (2).wav,Vox
3020,WAPFVS EDM1.wav,Vox
3021,VVE2 Vocal Phrases 052.wav,Vox
3022,VVE2 Vocal Phrases 046.wav,Vox
3023,VVE2 Vocal Phrases 047.wav,Vox
3024,VVE2 Vocal Phrases 053.wav,Vox
3025,nm - vox_taz1.wav,Vox
3026,VVE2 Vocal Phrases 084.wav,Vox
3027,VVE2 Vocal Phrases 090.wav,Vox
3028,VVE2 Vocal Words 092.wav,Vox
3029,VVE2 Vocal Words 086.wav,Vox
3030,Vocal - Who' Is It.wav,Vox
3031,WAPFVS Pumping3.wav,Vox
3032,WAPFVS I Like It1.wav,Vox
3033,VVE2 Vocal Shots Shouts 19.wav,Vox
3034,VVE2 Vocal Shots 075.wav,Vox
3035,VVE2 Vocal Words 051.wav,Vox
3036,VVE2 Vocal Words 045.wav,Vox
3037,VVE2 Vocal FX 014.wav,Vox
3038,VVE2 Vocal Shots 061.wav,Vox
3039,VVE2 Vocal Shots Shouts 25.wav,Vox
3040,VVE2 Vocal Shots 049.wav,Vox
3041,VVE2 Vocal Words 079.wav,Vox
3042,VVE2 Vocal FX 028.wav,Vox
3043,Notorious_B.I.G._2Pac_Big_L_-_Deadly_Combination_(Acapella) - Part_1.wav,Vox
3044,WAPFVS Here We Go Soft.wav,Vox
3045,Chant (7).wav,Vox
3046,MB Vox (1).wav,Vox
3047,VVE2 Vocal Shots 101.wav,Vox
3048,VVE2 Vocal Words 125.wav,Vox
3049,VVE2 Vocal Words 131.wav,Vox
3050,VVE2 Vocal Shots 115.wav,Vox
3051,icantakeyathere2.melo_2.wav,Vox
3052,VVE2 Vocal Words 119.wav,Vox
3053,VVE2 Vocal Shots 129.wav,Vox
3054,WAPFVS Rave3.wav,Vox
3055,Maaly Raw Chant 8.wav,Vox
3056,Dragged sample_4107 - Part_1.wav,Vox
3057,NM - (Vox) Panic.wav,Vox
3058,Eazy-E_-_Gangsta_Beat_(Acapella)_2.wav,Vox
3059,VVE2 Vocal Phrases 125.wav,Vox
3060,OutOf5.melo.1_2.wav,Vox
3061,WAPFVS Rave1.wav,Vox
3062,VVE2 Vocal Phrases 119.wav,Vox
3063,VVE2 Vocal Words 127.wav,Vox
3064,VVE2 Vocal Shots 103.wav,Vox
3065,VVE2 Vocal Shots 117.wav,Vox
3066,VVE2 Vocal Words 133.wav,Vox
3067,BWB WAV R US VOX (15).wav,Vox
3068,VVE2 Vocal Shots Shouts 27.wav,Vox
3069,VVE2 Vocal FX 002.wav,Vox
3070,VVE2 Vocal Words 053.wav,Vox
3071,VVE2 Vocal Shots 077.wav,Vox
3072,WAPFVS One More Time Hard2.wav,Vox
3073,VVE2 Vocal Shots 063.wav,Vox
3074,VVE2 Vocal FX 016.wav,Vox
3075,VVE2 Vocal Words 047.wav,Vox
3076,VVE2 Vocal Shots 088.wav,Vox
3077,WAPFVS I Like It3.wav,Vox
3078,WAPFVS Pumping1.wav,Vox
3079,VVE2 Vocal Words 090.wav,Vox
3080,VVE2 Vocal Words 084.wav,Vox
3081,VVE2 Vocal Phrases 086.wav,Vox
3082,VVE2 Vocal Shots 249.wav,Vox
3083,nm - vox_taz3.wav,Vox
3084,VVE2 Vocal Phrases 092.wav,Vox
3085,WAPFVS Are You Ready Layered.wav,Vox
3086,WAPFVS EDM2.wav,Vox
3087,VVE2 Vocal Phrases 045.wav,Vox
3088,VVE2 Vocal Phrases 051.wav,Vox
3089,VVE2 Vocal Phrases 079.wav,Vox
3090,WAPFVS Love Soft.wav,Vox
3091,Chant (13).wav,Vox
3092,VVE2 Vocal Phrases 078.wav,Vox
3093,VVE2 Vocal Phrases 050.wav,Vox
3094,MB Vox (13).wav,Vox
3095,VVE2 Vocal Phrases 044.wav,Vox
3096,KillaAJDGAF1_10.wav,Vox
3097,WAPFVS EDM3.wav,Vox
3098,VVE2 Vocal Phrases 093.wav,Vox
